Mod:Item:MetaData, Localized Name
runicdungeons:item.magicstaff, Magical Staff
runicdungeons:item.beltArrow, Arrow Belt
runicdungeons:item.flyBelt, Belt of Flight
runicdungeons:item.basicBelt, Basic Belt Base
runicdungeons:item.advancedBelt, Advanced Belt Base
runicdungeons:item.rider, Rider - Ride Mode [WIP]
runicdungeons:item.stacker, Rider - Stack Mode [WIP]
runicdungeons:item.trapRemover, Trap Nullification Wand
runicdungeons:item.runicSteel, Runic Steel Ingot
runicdungeons:item.runicSteelSword, Runic Steel Sword
runicdungeons:item.runicSteelPickaxe, Runic Steel Pickaxe
runicdungeons:item.runicSteelAxe, Runic Steel Hatchet
runicdungeons:item.runicSteelShovel, Runic Steel Spade
runicdungeons:item.airCrystal, Air Crystal
runicdungeons:item.earthCrystal, Earth Crystal
runicdungeons:item.fireCrystal, Fire Crystal
runicdungeons:item.waterCrystal, Water Crystal
secretroomsmod:SecretWoodenDoorItem, Secret Wooden Door
secretroomsmod:SecretWoodenIronItem, Secret Iron Door
secretroomsmod:CamoflaugePaste, Camouflage Paste
securitycraft:codebreaker, Codebreaker
securitycraft:doorIndestructibleIronItem, Reinforced Iron Door
securitycraft:scannerDoorItem, Scanner Door
securitycraft:universalBlockRemover, Universal Block Remover
securitycraft:keycards:0, Level 1 Keycard
securitycraft:keycards:1, Level 2 Keycard
securitycraft:keycards:2, Level 3 Keycard
securitycraft:keycards:3, Limited Use Keycard
securitycraft:keycards:4, Level 4 Keycard
securitycraft:keycards:5, Level 5 Keycard
securitycraft:remoteAccessMine, Mine Remote Access Tool
securitycraft:bucketFWater, Bucket Of Fake Water
securitycraft:bucketFLava, Bucket Of Fake Lava
securitycraft:universalBlockModifier, Universal Block Modifier
securitycraft:redstoneModule, Redstone Module
securitycraft:whitelistModule, Whitelist Module
securitycraft:blacklistModule, Blacklist Module
securitycraft:harmingModule, Harming Module
securitycraft:smartModule, Smart Module
securitycraft:storageModule, Storage Module
securitycraft:disguiseModule, Disguise Module
securitycraft:wireCutters, Wire Cutters
securitycraft:adminTool, Admin Tool
securitycraft:keypadItem, Key Panel
securitycraft:cameraMonitor:0, Camera Monitor
securitycraft:taser, Taser
securitycraft:scManual, SecurityCraft Manual
securitycraft:universalOwnerChanger, Universal Owner Changer
securitycraft:universalBlockReinforcerLvL1, Universal Block Reinforcer (LvL1)
securitycraft:universalBlockReinforcerLvL2, Universal Block Reinforcer (LvL2)
securitycraft:universalBlockReinforcerLvL3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universalKeyChanger, Universal Key Changer
securitycraft:taserPowered, Taser
securitycraft:secretSignItem, Secret Sign
securitycraft:sentry, Sentry
securitycraft:crystalQuartzItem, Crystal Quartz
SGCraft:naquadah, Naquadah
SGCraft:naquadahIngot, Naquadah Alloy Ingot
SGCraft:sgCoreCrystal, Stargate Core Crystal
SGCraft:sgControllerCrystal, Stargate Controller Crystal
SGCraft:sgChevronUpgrade, Stargate Chevron Upgrade
SGCraft:sgIrisUpgrade, Stargate Iris Upgrade
SGCraft:sgIrisBlade, Stargate Iris Blade
redgear_core:debugger, Null
redgear_snowfall:snowShovelWood, Stone Snow Shovel
redgear_snowfall:snowShovelStone, Wooden Snow Shovel
redgear_snowfall:snowShovelBronze, Bronze Snow Shovel
redgear_snowfall:snowShovelIron, Iron Snow Shovel
redgear_snowfall:snowShovelSteel, Steel Snow Shovel
redgear_snowfall:snowShovelDiamond, Diamond Snow Shovel
redgear_snowfall:snowShovelGold, Golden Snow Shovel
Sync:Sync_BlockPlacer:0, Shell Constructor
Sync:Sync_BlockPlacer:1, Shell Storage
Sync:Sync_BlockPlacer:2, Treadmill
Sync:Sync_ItemPlaceholder, Sync Core
TardisMod:item.TardisMod.Schematic, item.TardisMod.Schematic.name
TardisMod:item.TardisMod.SonicScrewdriver, Sonic Screwdriver
TardisMod:item.TardisMod.TardisKey, TARDIS Key
TardisMod:item.TardisMod.Component:0, TARDIS Cable Interface - Transmat
TardisMod:item.TardisMod.Component:1, TARDIS Cable Interface - ME Cable
TardisMod:item.TardisMod.Component:2, TARDIS Cable Interface - Energy Conduit
TardisMod:item.TardisMod.Component:3, TARDIS Cable Interface - Itemduct
TardisMod:item.TardisMod.Component:4, TARDIS Cable Interface - Fluiduct
TardisMod:item.TardisMod.Component:5, TARDIS Cable Interface - Chunk Loader
TardisMod:item.TardisMod.Component:6, TARDIS Cable Interface - Computercraft (Unfinished)
TardisMod:item.TardisMod.Component:7, Nanogene Canister
TardisMod:item.TardisMod.Component:8, TARDIS Cable Interface - Essentia
TardisMod:item.TardisMod.CraftingComponent:0, Chronosteel Ingot
TardisMod:item.TardisMod.CraftingComponent:1, Dalekanium Ingot
TardisMod:item.TardisMod.CraftingComponent:2, Kontron Crystal
TardisMod:item.TardisMod.CraftingComponent:3, Upgrade Template
TardisMod:item.TardisMod.ManualItem, Handheld Manual
TardisMod:item.TardisMod.UpgradeItem:0, Broken Upgrade
TardisMod:item.TardisMod.UpgradeItem:1, Upgrade - Explosion Protection
TardisMod:item.TardisMod.UpgradeItem:2, Upgrade - Combat Protection
TardisMod:item.TardisMod.UpgradeItem:3, Upgrade - Missed Control Protection
TardisMod:item.TardisMod.UpgradeItem:4, Upgrade - Speed Level
TardisMod:item.TardisMod.UpgradeItem:5, Upgrade - Shield Level
TardisMod:item.TardisMod.UpgradeItem:6, Upgrade - Max Rooms Level
TardisMod:item.TardisMod.UpgradeItem:7, Upgrade - Energy Level
TardisMod:item.TardisMod.UpgradeItem:8, Upgrade - Energy Regen Level
TardisMod:item.TardisMod.NameTag, Temporal Name Tag
TardisMod:item.TardisMod.Decorator, TARDIS Decorator
TardisMod:item.TardisMod.ChameleonUpgrade:0, Upgrade - Chameleon Circuit
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, 64k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Creative Essentia Storage Cell
thaumicenergistics:storage.component:0, 1k ME Essentia Storage Component
thaumicenergistics:storage.component:1, 4k ME Essentia Storage Component
thaumicenergistics:storage.component:2, 16k ME Essentia Storage Component
thaumicenergistics:storage.component:3, 64k ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
ThaumicExploration:transmutationCore, Transmutative Rod
ThaumicExploration:transmutationStaffCore, Transmutative Staff Core
ThaumicExploration:talismanFood, Talisman of Nourishment
ThaumicExploration:amberCore, Amber Rod
ThaumicExploration:amberStaffCore, Amber Staff Core
ThaumicExploration:necroStaffCore, Necromancer's Staff Core
ThaumicExploration:sojournerCap, Sojourner's Cap
ThaumicExploration:sojournerCapUncharged, Inert Sojourner's Cap
ThaumicExploration:mechanistCap, Mechanist's Cap
ThaumicExploration:mechanistCapUncharged, Inert Mechanist's Cap
ThaumicExploration:pureZombieBrain, Cured Zombie Brain
ThaumicExploration:blankSeal:0, Dark Blank Seal
ThaumicExploration:blankSeal:1, Red Blank Seal
ThaumicExploration:blankSeal:2, Green Blank Seal
ThaumicExploration:blankSeal:3, Brown Blank Seal
ThaumicExploration:blankSeal:4, Blue Blank Seal
ThaumicExploration:blankSeal:5, Purple Blank Seal
ThaumicExploration:blankSeal:6, Cyan Blank Seal
ThaumicExploration:blankSeal:7, Light Gray Blank Seal
ThaumicExploration:blankSeal:8, Gray Blank Seal
ThaumicExploration:blankSeal:9, Pink Blank Seal
ThaumicExploration:blankSeal:10, Lime Blank Seal
ThaumicExploration:blankSeal:11, Yellow Blank Seal
ThaumicExploration:blankSeal:12, Light Blue Blank Seal
ThaumicExploration:blankSeal:13, Magenta Blank Seal
ThaumicExploration:blankSeal:14, Orange Blank Seal
ThaumicExploration:blankSeal:15, Pale Blank Seal
ThaumicExploration:chestSeal:0, Dark Chest Binding Seal
ThaumicExploration:chestSeal:1, Red Chest Binding Seal
ThaumicExploration:chestSeal:2, Green Chest Binding Seal
ThaumicExploration:chestSeal:3, Brown Chest Binding Seal
ThaumicExploration:chestSeal:4, Blue Chest Binding Seal
ThaumicExploration:chestSeal:5, Purple Chest Binding Seal
ThaumicExploration:chestSeal:6, Cyan Chest Binding Seal
ThaumicExploration:chestSeal:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSeal:8, Gray Chest Binding Seal
ThaumicExploration:chestSeal:9, Pink Chest Binding Seal
ThaumicExploration:chestSeal:10, Lime Chest Binding Seal
ThaumicExploration:chestSeal:11, Yellow Chest Binding Seal
ThaumicExploration:chestSeal:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSeal:13, Magenta Chest Binding Seal
ThaumicExploration:chestSeal:14, Orange Chest Binding Seal
ThaumicExploration:chestSeal:15, Pale Chest Binding Seal
ThaumicExploration:chestSealLinked:0, Dark Chest Binding Seal
ThaumicExploration:chestSealLinked:1, Red Chest Binding Seal
ThaumicExploration:chestSealLinked:2, Green Chest Binding Seal
ThaumicExploration:chestSealLinked:3, Brown Chest Binding Seal
ThaumicExploration:chestSealLinked:4, Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:5, Purple Chest Binding Seal
ThaumicExploration:chestSealLinked:6, Cyan Chest Binding Seal
ThaumicExploration:chestSealLinked:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:8, Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:9, Pink Chest Binding Seal
ThaumicExploration:chestSealLinked:10, Lime Chest Binding Seal
ThaumicExploration:chestSealLinked:11, Yellow Chest Binding Seal
ThaumicExploration:chestSealLinked:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:13, Magenta Chest Binding Seal
ThaumicExploration:chestSealLinked:14, Orange Chest Binding Seal
ThaumicExploration:chestSealLinked:15, Pale Chest Binding Seal
ThaumicExploration:jarSeal:0, Dark Jar Binding Seal
ThaumicExploration:jarSeal:1, Red Jar Binding Seal
ThaumicExploration:jarSeal:2, Green Jar Binding Seal
ThaumicExploration:jarSeal:3, Brown Jar Binding Seal
ThaumicExploration:jarSeal:4, Blue Jar Binding Seal
ThaumicExploration:jarSeal:5, Purple Jar Binding Seal
ThaumicExploration:jarSeal:6, Cyan Jar Binding Seal
ThaumicExploration:jarSeal:7, Light Gray Jar Binding Seal
ThaumicExploration:jarSeal:8, Gray Jar Binding Seal
ThaumicExploration:jarSeal:9, Pink Jar Binding Seal
ThaumicExploration:jarSeal:10, Lime Jar Binding Seal
ThaumicExploration:jarSeal:11, Yellow Jar Binding Seal
ThaumicExploration:jarSeal:12, Light Blue Jar Binding Seal
ThaumicExploration:jarSeal:13, Magenta Jar Binding Seal
ThaumicExploration:jarSeal:14, Orange Jar Binding Seal
ThaumicExploration:jarSeal:15, Pale Jar Binding Seal
ThaumicExploration:charmNoTaint, Wispy Dreamcatcher
ThaumicExploration:charmTaint, Tainted Band
ThaumicExploration:bootsMeteor, Boots of the Meteor
ThaumicExploration:bootsComet, Boots of the Comet
ThaumicExploration:taintBerry, Taintberry
ThaumicExploration:tentacleRing, Taintacle Ring
ThaumicExploration:stabilizerBelt, Thaumostatic Stabilizer
ThaumicExploration:discountRing, item.thaumicexploration:discountRing.name
thebetweenlands:testItem, Test Item
thebetweenlands:testItem2, Test Item 2
thebetweenlands:swampTalisman:0, Swamp Talisman
thebetweenlands:swampTalisman:1, Swamp Talisman Piece
thebetweenlands:swampTalisman:2, Swamp Talisman Piece
thebetweenlands:swampTalisman:3, Swamp Talisman Piece
thebetweenlands:swampTalisman:4, Swamp Talisman Piece
thebetweenlands:unknownGeneric:3, Crimson Snail Shell
thebetweenlands:unknownGeneric:4, Ochre Snail Shell
thebetweenlands:unknownGeneric:5, Compost
thebetweenlands:unknownGeneric:6, Dragonfly Wing
thebetweenlands:unknownGeneric:7, Lurker Skin
thebetweenlands:unknownGeneric:8, Swamp Reed
thebetweenlands:unknownGeneric:9, Dried Swamp Reed
thebetweenlands:unknownGeneric:10, Reed Rope
thebetweenlands:unknownGeneric:11, Tangled Root
thebetweenlands:unknownGeneric:12, Plant Tonic
thebetweenlands:unknownGeneric:13, Mud Brick
thebetweenlands:unknownGeneric:14, Syrmorite Ingot
thebetweenlands:unknownGeneric:15, Octine Ingot
thebetweenlands:unknownGeneric:16, Dry Bark
thebetweenlands:unknownGeneric:17, Slimy Bone
thebetweenlands:unknownGeneric:18, Sludge Ball
thebetweenlands:unknownGeneric:19, Snapper Root
thebetweenlands:unknownGeneric:20, Stalker Eye
thebetweenlands:unknownGeneric:21, Sulfur
thebetweenlands:unknownGeneric:22, Valonite Shard
thebetweenlands:unknownGeneric:23, Weedwood Stick
thebetweenlands:unknownGeneric:24, Angler Tooth
thebetweenlands:unknownGeneric:25, Weedwood Bowl
thebetweenlands:unknownGeneric:26, Solid Rubber
thebetweenlands:unknownGeneric:27, Tar Beast Heart
thebetweenlands:unknownGeneric:28, Animated Tar Beast Heart
thebetweenlands:unknownGeneric:29, Tar Drip
thebetweenlands:unknownGeneric:30, Limestone Flux
thebetweenlands:unknownGeneric:31, Swamp Kelp
thebetweenlands:unknownGeneric:32, Inanimate Tarminion
thebetweenlands:unknownGeneric:33, Poison Gland
thebetweenlands:unknownGeneric:34, Aspectrus Fruit
thebetweenlands:unknownGeneric:35, Amate Paper
thebetweenlands:unknownGeneric:36, Shockwave Sword Piece
thebetweenlands:unknownGeneric:37, Shockwave Sword Piece
thebetweenlands:unknownGeneric:38, Shockwave Sword Piece
thebetweenlands:unknownGeneric:39, Shockwave Sword Piece
thebetweenlands:unknownGeneric:40, Pyrad Flame
thebetweenlands:unknownGeneric:41, Amulet Socket
thebetweenlands:unknownGeneric:42, Scabyst
thebetweenlands:groundStuff:0, Ground Leaf
thebetweenlands:groundStuff:1, Ground Cattail
thebetweenlands:groundStuff:2, Ground Swamp Tallgrass
thebetweenlands:groundStuff:3, Ground Shoots
thebetweenlands:groundStuff:4, Ground Arrow Arum
thebetweenlands:groundStuff:5, Ground Button Bush
thebetweenlands:groundStuff:6, Ground Marsh Hibiscus
thebetweenlands:groundStuff:7, Ground Pickerel Weed
thebetweenlands:groundStuff:8, Ground Soft Rush
thebetweenlands:groundStuff:9, Ground Marsh Mallow
thebetweenlands:groundStuff:10, Ground Milkweed
thebetweenlands:groundStuff:11, Ground Blue Iris
thebetweenlands:groundStuff:12, Ground Copper Iris
thebetweenlands:groundStuff:13, Ground Blue Eyed Grass
thebetweenlands:groundStuff:14, Ground Boneset
thebetweenlands:groundStuff:15, Ground Bottle Brush Grass
thebetweenlands:groundStuff:16, Ground Weedwood Bark
thebetweenlands:groundStuff:17, Ground Dried Swamp Reed
thebetweenlands:groundStuff:18, Ground Algae
thebetweenlands:groundStuff:19, Ground Angler Tooth
thebetweenlands:groundStuff:20, Ground Black Hat Mushroom
thebetweenlands:groundStuff:21, Ground Blood Snail Shell
thebetweenlands:groundStuff:22, Ground Bog Bean
thebetweenlands:groundStuff:23, Ground Broom Sedge
thebetweenlands:groundStuff:24, Ground Bulb Capped Mushroom
thebetweenlands:groundStuff:25, Ground Cardinal Flower
thebetweenlands:groundStuff:26, Ground Cave Grass
thebetweenlands:groundStuff:27, Ground Cave Moss
thebetweenlands:groundStuff:28, Ground Crimson Middle Gem
thebetweenlands:groundStuff:29, Ground Deep Water Coral
thebetweenlands:groundStuff:30, Ground Flathead Mushroom
thebetweenlands:groundStuff:31, Ground Golden Club
thebetweenlands:groundStuff:32, Ground Green Middle Gem
thebetweenlands:groundStuff:33, Ground Hanger
thebetweenlands:groundStuff:34, Ground Lichen
thebetweenlands:groundStuff:35, Ground Marsh Marigold
thebetweenlands:groundStuff:36, Ground Mire Coral
thebetweenlands:groundStuff:37, Ground Mire Snail Shell
thebetweenlands:groundStuff:38, Ground Moss
thebetweenlands:groundStuff:39, Ground Nettle
thebetweenlands:groundStuff:40, Ground Phragmites
thebetweenlands:groundStuff:41, Ground Sludgecreep
thebetweenlands:groundStuff:42, Ground Sundew
thebetweenlands:groundStuff:43, Ground Swamp Kelp
thebetweenlands:groundStuff:44, Ground Tangled Root
thebetweenlands:groundStuff:45, Ground Aqua Middle Gem
thebetweenlands:groundStuff:46, Ground Pitcher Plant
thebetweenlands:groundStuff:47, Ground Water Weeds
thebetweenlands:groundStuff:48, Ground Venus Fly Trap
thebetweenlands:groundStuff:49, Ground Volarpad
thebetweenlands:groundStuff:50, Ground Thorns
thebetweenlands:groundStuff:51, Ground Poison Ivy
thebetweenlands:groundStuff:52, Ground Bladderwort Stalk
thebetweenlands:groundStuff:53, Ground Bladderwort Flower
thebetweenlands:plantDrop:0, Leaf
thebetweenlands:plantDrop:1, Algae Clump
thebetweenlands:plantDrop:2, Arrow Arum Leaf
thebetweenlands:plantDrop:3, Blue Eyed Grass Flowers
thebetweenlands:plantDrop:4, Blue Iris Petals
thebetweenlands:plantDrop:5, Mire Coral
thebetweenlands:plantDrop:6, Deep Water Coral
thebetweenlands:plantDrop:7, Bog Bean Flower
thebetweenlands:plantDrop:8, Boneset Flowers
thebetweenlands:plantDrop:9, Bottle Brush Grass Blades
thebetweenlands:plantDrop:10, Broom Sedge Leaves
thebetweenlands:plantDrop:11, Button Bush Flowers
thebetweenlands:plantDrop:12, Cardinal Flower Petals
